8865276e-ef47-4fbe-9d61-a1f91ecce93a	Für die Gewerkschaftsmitgliedschaft ist dies allerdings der Fall.
9fa25da4-5ee6-429c-9418-eb45962453c8	Der Aussage „Die Rangunterschiede zwischen den Menschen sind akzeptabel, weil sie im Wesentlichen ausdrücken, was man aus den Chancen, die man hatte, gemacht hat“ stimmt mit 47 Prozent in beiden Gruppen knapp die Hälfte zu; 53 Prozent lehnen sie ab.
b11c505a-5b19-46dd-b020-cb8f93aa25c3	 Außerdem offenbarte sich – auf einer Vierer-Skala (1 = keine Zustimmung, …, 4 = volle Zustimmung) – mit einem Durchschnittswert in Höhe von 1,9 Punkten (d. h. „eher Zustimmung“) auf die Frage, ob sich Politiker um die Gedanken der Bürger kümmern würden, eine (eher) ablehnende Antwort. 
34eece72-b08a-4869-bcb5-f02178f4488d	Die traditionellen Schlüsselindikatoren Teilnahme an Wahlen und die Mitarbeit in einer Partei fanden bei Westdeutschen (89 bzw. 12 Prozent) deutliche höheren Anklang als bei Ostdeutschen (78 bzw. 6 Prozent).
537d3ae4-11ad-409a-aad2-3b2ce96a40ec	Hierbei berücksichtigt die vorliegende Auswertung nur Personen, die bei der Frage nach der beruflichen Stellung angaben, Arbeiter, Angestellte oder Beamte zu sein.
aeba0717-58f6-46ab-8dec-dbedd097c047	Die Verteilung des politischen Interesses entspricht etwa der Verteilung wie sie im Allbus 20102 für die gesamte Bevölkerung gemessen wurde.
1c0b5c01-42ac-4560-a520-a595194091a0	 Die nach wie vor beträchtlichen Unterschiede in der Schichtidentifikation zwischen West- und Ostdeutschland haben sich im Zeitverlauf nur mäßig verringert: zwischen 1992 und 2008 beim Anteil der Unter-/Arbeiterschicht von 27 auf 18 und beim Anteil der Mittelschicht von 18 auf 10 Prozentpunkte. 
199030ab-a099-4252-8482-78be4c8af312	Danach ist die Mehrheit der Gewerkschaftsmitglieder bereits als Wechselwähler zu betrachten: Im Jahr 2008 gaben 36,6 Prozent der befragten berufstätigen Gewerkschaftsmitglieder an, dass sie keiner Partei zuneigen, nur knapp 30 Prozent präferierten die SPD.
db79148a-c86f-4fc5-969f-9438c4792a6b	Der Effekt ist stets eindeutig 1982 beurteilten SPD-Anhänger die allgemeine wirtschaftliche Situation besser als Anhänger anderer Parteien, 1986, 1991 und 1996 taten dies die CDU-Anhänger. 
018bfa7d-2061-4f97-8e74-8d5a4c9cdb2a	 Wie bereits erwähnt, beten ältere Menschen, insbesondere über 75 Jahren, häufiger als jüngere Kohorten. 
c960a57b-b844-4a50-9111-0fcc85389b31	east: Durchführung des Interviews in Ostdeutschland
4aa2bf42-bb0b-46f7-ac0b-395ebd741b0f	 - Subjektive Beurteilung der Gerechtigkeit der sozialen Unterschiede. 
015a3feb-19dd-4970-9678-80a4743f327e	Auch bei dem Thema Schwangerschaftsabbruch unterscheiden sich die Meinungen von älteren und jüngeren Befragten sehr deutlich.
3b6e4e48-7c25-4ab2-bec3-d4d1fa387fd9	Das institutionalisierte kulturelle Kapital wird über den schulischen Bildungsabschluss operationalisiert 
51eb337d-1e87-431c-a0f6-061b1ae408a3	Inzwischen ordnen sich 46 Prozent der Befragten der Mittelschicht zu – ein Anstieg um neun Prozentpunkte seit 1991.
cb58e7d6-3eec-4070-8854-2c17c497bda1	Die Gegenüberstellung der Selbsteinschätzung der Religiosität der Befragten von 1 (nicht religiös) bis 10 (sehr religiös) mit der Anzahl ihrer Kinder beschreibt einen deutlichen Zusammenhang.
79c09fee-d5b2-4523-9698-57c704722d45	Über das Ausmaß der relativen Deprivation in Ostdeutschland geben die Befunde zur Frage Auskunft, ob und inwieweit man glaubt, den „gerechten Anteil an der Verteilung des Wohlstandes“ zu erhalten.
1e7ffb3b-bd00-4583-b9b9-3f724d8320ee	Sehr deutliche Unterschiede finden sich zudem in der Beurteilung des Geldes und der sozialen Herkunft.
ad8c081e-1749-4572-97df-899a3d3276ee	Antworten auf die Frage „Bitte sagen Sie (…), welche Rolle in Ihrem Elternhaus die religiöse Erziehung gespielt hat“ (eigene Zusammenfassung einer Skala von 0 bis 10: 0 keine, 1-4 eher keine, 5 mittlere, 6-9 eher große, 10 sehr große Rolle), in Prozent, 2012 (Datengrundlage: Allbus5)
985d2ae8-8fa6-4f55-be29-736769f66f52	"Nach der Summierung bezeichnen sich immerhin 53,9% derjenigen Befragten ohne Schulabschluss und 59% der Haupt- oder Volksschulabsolventen als ""(sehr) religiös"", während nur 47,7% der Befragten mit Fachhochschulreife und 46,1% der Befragten mit Hochschulreife dies tun."
6cc7cd90-6a9f-4e4f-8219-6bb0e1e1c837	Bildungsgrade unterscheiden wir auf Grund der Berufsausbildung in niedrig qualifiziert (keine Ausbildung oder angelernt), mittel qualifiziert (sekundäre Berufsausbildung) und Akademiker.
a1e8978c-6c48-468c-949d-27df6fab064f	Nur 14,5% hingegen wären bereit, dafür in einer Partei mitzuarbeiten.
c1ae35b2-1136-4c3b-84f4-3237462255ab	Fast 81 Prozent der Organisierten bezeichnen die bestehenden sozialen Unterschiede als ungerecht, bei den Nicht-Organisierten finden das immerhin gut drei Viertel.
bb853184-3bd4-4a3c-afaa-d14a3b8bdcfc	Je höher das Einkommen, desto besser fallen Beurteilungen der allgemeinen wirtschaftlichen Lage aus.
